Data,Label
"b'Thalamic nuclei adjacent to the medial geniculate body play a pivotal role in processing of sensory stimuli during emotional situations. These nuclei, which include the suprageniculate nucleus (SG), the posterior intralaminar nucleus (PIN), the peripeduncular nucleus (PP) and the medial division of the medial geniculate body (MGm), project to both cortex and amygdala, but target areas and the extent of the projection of individual nuclei are not known yet. The aim of the present study was to analyze the contribution of individual nuclei to the cortical projection with modern sensitive tracing techniques. Small injections of Miniruby or PHA-L were made into single thalamic nuclei. All thalamic nuclei have in common a projection into the upper portion of layer I of the temporal aspect of the cortical mantle. Furthermore, SG, PIN, MGm and PP each demonstrated a convergent projection to lower layer III and to layer IV of the ectorhinal and visceral cortex. Only MGm projects to layer VI of primary auditory and temporal association cortices. Within the perirhinal cortex zones of convergence and divergence exist. The present results demonstrate a differential thalamocortical projection of single thalamic nuclei to those cortical areas which are involved in the transmission of sensory signals to the amygdala via the thalamocortico-cortical pathway and to the hippocampus via the entorhinal cortex. The thalamic nuclei are thus in a position to activate the amygdala and to modulate the information flow of the thalamocortico-cortical pathway to both amygdala and hippocampus.'",1
"b'The measurement of liver volume has gained practical use in relation to liver transplantation (Kawasaki et al., 1993Go). Liver volume may also relate to the many metabolic processes in which the liver is engaged (Homeida et al., 1979Go; Marchesini et al., 1988Go; Murry et al., 1995Go; Reichel et al., 1997Go; Kwo et al., 1998Go; Andersen et al., 1999Go). The present study was undertaken to measure liver volume by computerized tomography (CT) in patients and to investigate its potential correlation to height, age, body weight, body mass index (BMI), drinking, and smoking habits.\r\n\r\nPatients were eligible for the study if they were referred for an abdominal CT scan and fulfilled the following criteria: (1) normal CT scan of the liver without focal lesions; (2) attenuation comparable to the spleen; (3) no history or clinical signs of liver disease. Patients who had received chemotherapy during the 2 years prior to the study, or upper abdominal radiation therapy, were excluded, as were patients below the age of 18 years, pregnant women, and patients with disorders known to affect the liver. All gave informed consent. Daily tobacco smoking and alcohol consumption were established by interview. Body height and weight were measured. BMI was calculated as body weight/height2. Twenty-three women entered the study. They were 57.4 (51.8\x9663.0) years of age; height 165 (163\x96167) cm, body weight 69.6 (64.4\x9674.8) kg, BMI 26.0 (24.2\x9627.8) kg/m2 [means (95% CI)]. Eight subjects smoked 3.3 (0\x967.2) g of tobacco/day and seven alcohol consumers drank 6 (0\x9614) g alcohol/day [means (95% CI)]. All except one were out-patients. Thirty-three men entered the study. They were 51.9 (34.2\x9669.6) years of age; height 178 (176\x96180) cm, body weight 80.1 (76.8\x9683.4) kg, BMI 25.3 (24.2\x9626.4) kg/m2. Sixteen subjects smoked 5.7 (2.9\x9614.3) g tobacco/day and 26 alcohol consumers drank 31 (26\x9636) g alcohol/day. Only two men were not out-patients. The CT examinations and calculation of liver volume were performed as described earlier (Andersen et al., 1999Go). Multiple forward regression analysis using the liver size as dependent value was performed. The alcohol consumed was log 10 transformed before analysis and the analysis of tobacco consumption was done for smokers and non-smokers, respectively. The remaining parameters were distributed normally. Significance level (P) was set at 0.05. Statistical analysis was done using the computer program manual Statistica for Windows (1996) (StatSoft, Inc., Tulsa, OK, USA).\r\n\r\nLiver volume was 1398 (1294\x961502) ml [mean (95% CI)] in female and 1831 (1796\x961956) ml in male patients. The liver volume (LV) correlated to body weight (BW) in females LV (ml) = 389 + 14.5 x BW (kg) (P < 0.01) and to body weight and alcohol consumption (AC) in males LV (ml) = 415 + 17.3 x BW (kg) + 210.5 x log10AC (drinks/day) (P < 0.01). There was no significant correlation to height, age or smoking habits (P > 0.05). The liver volume corrected for body weight (LV/BW) was 20.2 (19.1\x9621.3) ml/kg in females and 22.9 (21.5\x9624.3) ml/kg in males (P < 0.01). Men and women not consuming alcohol had LV of 1602 (1350\x961854) ml and 1341 (1233\x961449) ml, respectively.\r\n\r\nTable 1Go gives the data from the present study together with previously published data on liver volume and liver volume related to body weight. A considerable variation in liver volume is seen. This is mainly due to differences in body weight. Indeed, correcting the liver volume according to the body weight gives comparable values (Table 1Go). We found higher liver volumes in men than in women. However, we found no differences in liver volume corrected for body weight between women and men who did not consume alcohol. Thus, the higher liver volume found in men in our study was presumably due to higher body weight and alcohol consumption among men. This is in accordance with an investigation by ultrasound scanning, which showed no differences in LV/BW between men and women (Rasmussen, 1977Go). This was, however, in contrast with data from a recent study (Kwo et al., 1998Go). We found a significant relation between alcohol consumption and liver volume in male patients. The same relation was not found in females, probably due to the small number of drinkers and their modest alcohol consumption. Another study addressing this question (Barrison et al., 1987Go) found clinical hepatomegaly among \x91drink-watchers\x92, who had been heavy drinkers for at least 2 years. No significant correlation between liver volume and age, height or tobacco smoking was found in this study.'",0
"b'ucleotide sequences were determined for {alpha}1,3 galactosyltransferases ({alpha}1,3 GalTs) from several species (bat, mink, dog, sheep, and dolphin) and compared with those previously determined for this enzyme and members of the {alpha}1,3 galactosyl/N-acetylgalactosyltransferase ({alpha}1,3 Gal(NAc)Ts) family of enzymes. Sequence comparison of the newly characterized {alpha}1,3 GalT nucleotide and predicted amino acid sequences with those previously characterized for other {alpha}1,3GalT enzymes demonstrated a remarkable level of sequence identity at the nucleotide and amino acid level. The identity of each sequence as an {alpha}1,3 GalT was confirmed by expressing the encoded protein and characterizing the resulting enzyme.\r\n\r\nThe {alpha}1,3 GalTs have a significant degree of sequence homology with A and B transferases, the {alpha}1,3 GalNAcT that catalyzes the synthesis of Forssman antigen, and the recently cloned iso-globotriaosylceramide synthase. Among the conserved residues, there are two Cys residues. To determine if these conserved residues are free or involved in the formation of a disulfide bond, bovine {alpha}1,3 GalT was characterized by chemical modification and mass spectrometry. Each peptide containing a Cys residue was chemically labeled with an alkylating reagent demonstrating that these enzymes do not contain disulfide bonds. Similar results have recently been reported for A and B transferases (Yen et al., 2000Go, J. Mass. Spectrom., 35, 990\x961002). Thus, the highly conserved Cys residues found in these members of the {alpha}1,3 Gal(NAc)Ts family of enzymes are likely involved in other important aspects of enzyme structure/function within this enzyme family.'",2
"b'Heparanases are endoglycosidases that cleave the heparan sulfate glycosaminoglycans from proteoglycan core proteins and degrade them to small oligosaccharides. Inside cells, these enzymes are important for the normal catabolism of heparan sulfate proteoglycans (HSPGs), generating glycosaminoglycan fragments that are then transported to lysosomes and completely degraded. When secreted, heparanases are thought to degrade basement membrane HSPGs at sites of injury or inflammation, allowing extravasion of immune cells into nonvascular spaces and releasing factors that regulate cell proliferation and angiogenesis. Heparanases have been described in a wide variety of tissues and cells, but because of difficulties in developing simple assays to follow activity, very little has been known about enzyme diversity until recently. Within the last 10 years, heparanases have been purified from platelets, placenta, and Chinese hamster ovary cells. Characterization of the enzymes suggests there may be a family of heparanase proteins with different substrate specificities and potential functions.'",2
"b'In addition to a topographic map of the retina, mammalian visual cortex contains superimposed, orderly periodic maps of features such as orientation, eye dominance, direction of motion and spatial frequency. There is evidence that these maps are overlaid so as to ensure that all combinations of the different parameters are represented as uniformly as possible across visual space. However, it is unknown to what extent geometrical factors limit the number of periodic maps which might simultaneously be present, given this constraint. This paper attempts to investigate the question by using a dimension reduction model to generate maps of simple, many- dimensional feature spaces onto a model two-dimensional cortex. The feature space included a model retina, plus N binary variables, corresponding to parameters such as ocular dominance or spatial frequency. The results suggest that geometrical factors do not sharply limit the ability of the cortex to represent combinations of parameters in spatially superimposed maps of similar periodicity. Considerations of uniform coverage suggest an upper limit of six or seven maps. A higher limit, of about nine or ten, may be imposed by the numbers of neurons (or minicolumns) available to represent each of 2N features within a given small region of cortex.'",1
"b""The intronic IgH enhancer E\xb5, which consists of the core enhancer (cE\xb5) flanked by 5' and 3' matrix attachment regions (MAR), has been implicated in the control of IgH locus recombination and transcription. Both cE\xb5 and the MAR are required to enhance transcription of an IgH transgene. To elucidate the regulatory functions of cE\xb5 versus its associated MAR in IgH class switch recombination (CSR), we have assayed ES cell lines which have targeted deletions of these elements, both individually and in combination, by the Rag-2-deficient blastocyst complementation method. Mutant B cells from chimeric mice were activated in culture and the influence of the mutations on CSR was assessed by analysis of B cell hybridomas. We find that the cE\xb5 is necessary and sufficient for providing the functions of E\xb5 required for efficient CSR at the IgH locus. However, the 5' and 3' MAR sequences, as well as the known I\xb5 transcription start sites and the bulk of I\xb5 coding sequences, were dispensable for the process.""",4
"b'Background The cardiovascular risk factor levels of the population have been assessed in Finland since 1972. In the beginning the surveys were done to evaluate the North Karelia Project, which was a community-based preventive programme. A national cardiovascular disease (CVD) prevention strategy was developed and implemented during the late 1970s. Subsequently, a national cardiovascular risk factors monitoring system was developed to assess the effectiveness of the national strategy.\r\n\r\nMethods Cross-sectional population samples were studied in 1972 and 1977 in North Karelia and Kuopio provinces in eastern Finland. An area in southwestern Finland was included in 1982, followed by the Helsinki metropolitan area in 1992 and Oulu province in northern Finland in 1997. A total of 19 761 men and 20 761 women aged 30\x9659 participated in the six surveys (1972, 1977, 1982, 1987, 1992, 1997).\r\n\r\nResults The serum cholesterol levels of both genders have continuously declined. Systolic blood pressure levels have declined since 1972, but no further decline in diastolic blood pressure was found in 1997. Smoking prevalence among men continued to decline mainly due to an increase in the percentage of never-smokers. For the first time the increase in smoking prevalence among women levelled off and started to decline, mainly because the number of female quitters had increased.\r\n\r\nConclusions These data suggest that the cardiovascular health programme in Finland has succeeded in decreasing the general risk factor level of the population.'",3
"b'Ly49 receptors are inhibitory receptors expressed on subsets of both NK cells and NK1.1+ T cells. The function of these receptors on NK cells is believed to be important in maintaining self-tolerance, yet their role on T cells is unclear. In this report we investigated how an Ly49A transgene alters T and NK cell development in an in vivo environment, where a ligand for Ly49A is expressed. Ly49A transgenic mice that co-expressed an MHC ligand for Ly49A, H-2Dd, developed a severe inflammatory disorder that resulted in death within the first weeks of age. T cells expressing forbidden TCR V\xdf chains were found both in the thymus and periphery of transgenic mice, while non-transgenic littermates had successfully deleted these T cell subsets. These data indicate that the expression of Ly49A on T cells could alter T cell selection and allow survival of potentially self-reactive T cells.'",4
"b'Transgenic lpr/lpr mice expressing functional Fas selectively on B cells were produced in an attempt to elucidate the role of Fas on B cells in the regulation of autoantibody production. The homozygous lpr/lpr mice carrying the transgene did not produce anti-double-stranded DNA antibodies throughout their lives, whereas the development of abnormal lpr T cells (double negative, B220+) was not suppressed. Further analyses, however, revealed that the expression of the transgenic Fas on B cells of lpr/lpr homozygous mice resulted in severe impairment of the B cell function. The defect was characterized by a decrease in the number of mature peripheral B cells, a reduction in the serum Ig level and the total failure of B cells to mount antibody responses to stimulations of T-dependent as well as T-independent antigens. Such a defect was prominent only when the transgene was expressed on the lpr/lpr homozygous background. On the contrary, B cells of the transgenic lpr/lpr mice were shown to be capable of producing Ig when stimulated with anti-CD40 in the presence of IL-4 and IL-5. Furthermore, lpr/lpr T cells showed enhanced non-specific cytolytic activity. These observations suggested that the observed B cell defect was probably attributable to the destruction of activated B cells expressing transgenic Fas by aggressive lpr/lpr T cells.'",4
"b""espite decades of research, the role of free radicals in alcohol-induced organ injury is still a matter of debate. The present work was designed to investigate the potential protective effect of melatonin, a reported radical scavenger and antioxidant, on free radical toxicity induced by chronic ethanol administration. The major end-point of oxidative damage measured in this report was lipid peroxidation. Four groups of male Sprague\x96Dawley rats were used. The first group served as untreated controls and received a daily injection of alcoholic (<1% ethanol) saline. The second group of rats received daily at 18:00 a single subcutaneous injection of melatonin (10 mg/kg). Group 3 rats received only ethanol (3 g/kg) for 30 consecutive days; the ethanol was given at 18:30. The final group of rats was given both melatonin and ethanol with melatonin preceding ethanol by 30 min. Products of lipid peroxidation [malondialdehyde (MDA) and 4-hydroxyalkenals (4-HDA)] were measured in the brain, heart, liver, lung and testes. At the conclusion of the study, MDA + 4-HDA levels were significantly increased in brains, hearts, lungs and testes, but not livers, of alcohol-treated compared with control rats. The percentage increases in lipid peroxidation products were 21.8%, 28.8%, 35.9% and 45.3% for brain, heart, lung and testes, respectively. In animals given melatonin 30 min before ethanol, the increases in MDA + 4-HDA levels were significantly reduced in all organs investigated, with levels not different from those in control rats. Based on these findings, it is speculated that melatonin's direct and indirect antioxidative actions inhibited alcohol-induced lipid peroxidation. These results suggest a new strategy for the treatment of alcohol-related diseases using melatonin as an antioxidant to reduce the damage inflicted by aggressive radical species.\r\n\r\n""",0
"b'The sulci and gyri found within the anterior cingulate (AC), and across the cerebrum generally, have been found to vary in location and complexity from one individual to the next, making it difficult to analyze imaging data accurately and systematically. In this study, we examined the nature of morphometric variance in the AC of the left and right cerebral hemispheres using high-resolution structural magnetic resonance imaging (MRI) acquired from 176 healthy volunteers. Depending on the presence of a paracingulate sulcus (PCS) and its antero-posterior extent, three types of AC patterns were identified: \x91prominent\x92, \x91present\x92 and \x91absent\x92. Hemispheric comparisons across the whole sample showed the PCS to be more commonly \x91prominent\x92 in the left hemisphere and more commonly \x91absent\x92 in the right hemisphere. There was a significant gender difference, such that males showed an asymmetric pattern characterized by increased fissurization of the left AC, while females showed greater symmetry, with less fissurization of the left AC. Overall cerebral morphology, namely hemispheric volume and hemispheric fissurization, were also measured and used as independent variables as well as covariates in the analyses in order to ascertain the specificity of the results regarding AC morphology. Results showed that cerebral volume for males was larger on the right than on the left while fissurization showed the reverse asymmetry of greater leftward fissurization. In contrast, females were symmetric in both respects. The findings regarding AC morphology could not be explained by differences in these overall cerebral measures or by differences in age and handedness within the population. The results suggest that in the normal male brain, there exist morphological asymmetries at both the global and local levels that are less apparent in the female brain. The findings have implications for future studies examining the organization, development and functional anatomy of the AC.\r\n\r\n'",1
"b'The inner core structures of the lipooligosaccharides (LOS) of Neisseria meningitidis are potential vaccine candidates because both bactericidal and opsonic antibodies can be generated against these epitopes. In an effort to better understand LOS biosynthesis and the potential immunogenicity of the LOS inner core, we have determined the LOS structure from a meningococcal rfaK mutant CMK1. The rfaK gene encodes the transferase that adds an {alpha}-N-acetylglucosaminosyl residue to O-2 of the inner core heptose (Hep) II of the LOS. The LOS oligosaccharide from this mutant was previously shown to contain only Hep, 3-deoxy-D-manno-2-octulosonic acid (Kdo), and multiple phosphoethanolamine (PEA) substituents (Kahler et al., 1996aGo, J. Bacteriol., 178, 1265\x961273). The complete structure of the oligosaccharide (OS) component of the LOS from mutant CMK1 was determined using glycosyl composition and linkage analyses, and 1H, 13C, and 31P nuclear magnetic resonance spectroscopy. The CMK1 OS structure contains a PEA group at O-3 of Hep II in place of the usual glucosyl residue found at this position in the completed L2 LOS glycoform from the parent NMB strain. The PEA group at O-6 of Hep II, however, is present in both the CMK1 mutant LOS and parental NMB L2 LOS structures. The structure of the OS from CMK1 suggests that PEA substituents are transferred to both the O-3 and O-6 positions of Hep II prior to: (1) the incorporation of the {alpha}-GlcNAc on Hep II; (2) the synthesis of the {alpha}-chain on Hep I; and (3) the substitution of the glycosyl residue at the O-3 Hep II, which distinguishes L2 and L3 immunotypes. The LOS structure of the CMK1 mutant makes it a candidate immunogen that could generate broadly cross-reactive inner-core LOS antibodies.'",2
"b'Two different types of peptide:N-glycanase (PNGase) were identified in developing embryos of medaka fish (Oryzias latipes). Because the optimum pH values for their activities were acidic and neutral, they were designated as acid PNGase M and neutral PNGase M, respectively. The acid PNGase M corresponded to the enzyme that had been partially purified from medaka embryos (Seko,A., Kitajima,K., Inoue,Y. and Inoue,S. (1991) J. Biol. Chem., 266, 22110-22114). The apparent molecular weight of this enzyme was 150 K, and the optimal pH was 3.5-4.0, and the Km for L-hyosophorin was 44 \xb5M. L-Hyosophorin is a cortical alveolus-derived glycononapeptide with a large N-linked glycan chain present in the perivitelline space of the developing embryo. Acid PNGase M was competitively inhibited by a free de-N-glycosylated nonapeptide derived from L-hyosophorin. This enzyme was expressed in ovaries and embryos at all developmental stages after gastrulation, but activity was not detected in embryos at developmental stages between fertilization and gastrula. Several independent lines of evidence suggested that acid PNGase M may be responsible for the unusual accumulation of free N-glycans derived from yolk glycoproteins (Iwasaki,M., Seko,A., Kitajima,K., Inoue,Y. and Inoue,S. (1992) J. Biol. Chem., 267, 24287-24296). In contrast, the neutral PNGase M was expressed in blastoderms from the 4-8 cell stage and in cells up to early gastrula. The general significance of these findings is that they show a developmental stage-dependent expression of the two PNGase activities, and that expression of the neutral PNGase M activity occurs concomitantly with the de-N-glycosylation of L-hyosophorin. These data thus support our conclusion that the neutral PNGase M is responsible for the developmental-stage-related de-N-glycosylation of theL-hyosophorin.'",2
"b'As a member of the tenascin family of extracellular matrix glycoproteins, tenascin-R is located exclusively in the CNS. It is believed to play a role in myelination and axonal stabilization and, through repulsive properties, may contribute to the lack of regeneration of CNS axons following damage. The contrary functions of the tenascins have been localized to the different structural domains of the protein. However, little is known concerning the influence of the carbohydrate conjugated to the many potential sites for N- and O-glycosylation (10-20% by weight). As a first analytical requirement, we show that >80% of the N-glycans in tenascin-R are neutral and dominated by complex biantennary structures. These display the ""brain-type"" characteristics of outer-arm- and core-fucosylation, a bisecting N-acetylglucosamine and, significantly, an abundance of antennae truncation. In some structures, truncation resulted in only a single mannose residue remaining on the 3-arm, a particularly unusual consequence of the N-glycan processing pathway. In contrast to brain tissue, hybrid and oligomannosidic N-glycans were either absent or in low abundance. A high relative abundance of O-linked sialylated glycans was found. This was associated with a significant potential for O-linked glycosylation sites and multivalent display of the sialic acid residues. TheseO-glycans were dominated by the disialylated structure, NeuAc[alpha]2-3Gal[beta]1-3(NeuAc[alpha]2-6)GalNAc. The possibility that these O-glycans enable tenascin-R to interact in the CNS either with the myelin associated glycoprotein or with sialoadhesin on activated microglia is discussed.'",2
"b'Background A case-control study was conducted in Honduras to identify co-factors in the carcinogenic pathway by which human papillomavirus (HPV) causes invasive cervical cancer.\r\n\r\nMethods Ninety-nine cases aged 23\x9665 (median 47) years participated. Two controls were matched to each case by age and clinic where they first presented for cytological screening; controls had no cervical abnormalities. Information on risk factors was obtained by personal interviews in the clinics regarding sociodemographic, reproductive and behavourial characteristics. Human papillomavirus was detected in cervical scrapes by general primer-mediated polymerase chain reaction (PCR) followed by sequence analysis to identify the different types present.\r\n\r\nResults All cases had squamous cell tumours and most were FIGO (International Federation of Gynecologists and Obstetricians) class II or higher; HPV was strongly associated with cervical cancer (odds ratio [OR] = 7.66, 95% CI : 3.88\x9615.1). Among HPV-positive women, dose-response relationships were observed for education, age at first intercourse and exposure to wood smoke that persisted after adjustment for previous screening. Among HPV-negative women, the number of sexual partners and parity were associated with cervical cancer. The protective effect of previous cytological screening operated independently of HPV.\r\n\r\nConclusions Our findings speak for the powerful role that both primary and secondary education plays in fostering a lifestyle that reduces the risk of invasive cervical cancer. The data suggest that important elements of such a lifestyle include later age at first sexual intercourse, a limited number of pregnancies, greater likelihood of undergoing cytological screening and reduced exposure to carcinogens in the household environment.'",3
"b'Background Early outbreak detection is necessary for control of meningococcal meningitis epidemics. A weekly incidence of 15 cases per 100 000 inhabitants averaged over 2 consecutive weeks is recommended by the World Health Organization (WHO) for detection of meningitis epidemics in Africa. This and other thresholds are tested for ability to predict outbreaks and timeliness for control measures.\r\n\r\nMethods Meningitis cases recorded for 1990\x961997 in health centres of northern Togo were reviewed. Weekly and annual incidences were determined for each district. Ability of different weekly incidence thresholds to detect outbreaks was assessed according to sensitivity, specificity, and positive and negative predictive values. The number of cases potentially prevented by reactive vaccination in 1997 was calculated for each threshold.\r\n\r\nResults Outbreaks occurred in 1995\x961996 and in 1996\x961997. The WHO-recommended threshold had good specificity but low sensitivity. Thresholds of 10 and 7 cases per 100 000 inhabitants in one week had sensitivity and specificity of 100% and increased the time available for intervention by more than one or two weeks, respectively. A maximum of 65% of cases could have been prevented during the 1997 epidemic, with up to 8% fewer cases prevented for each week of delay in achieving vaccine coverage.\r\n\r\nConclusions In northern Togo, thresholds of 7 or 10 cases per 100 000 inhabitants per week were excellent predictors of meningitis epidemics and allowed more time for a reactive vaccination strategy than current recommendations.'",3
"b""Cerebroside (monohexosylceramide) components were identified in neutral lipids extracted from both the yeast and mycelial forms of the thermally dimorphic mycopathogen Histoplasma capsulatum. The components were purified from both forms and their structures elucidated by 1- and 2-dimensional nuclear magnetic resonance (NMR) spectroscopy, electrospray ionization mass spectrometry (ESI-MS), and low energy tandem collision-induced dissociation mass spectrometry (ESI-MS/CID-MS). Both components were characterized as \xdf-glucopyranosylceramides (GlcCers) containing (4E,8E)-9-methyl-4,8-sphingadienine as the long-chain base, attached to 18-carbon 2-hydroxy fatty N-acyl components. However, while the fatty acid of the yeast form GlcCer was virtually all N-2'-hydroxyoctadecanoate, the mycelium form GlcCer was characterized by almost exclusive expression of N-2'-hydroxy-(E)-{Delta}3-octadecenoate. These results suggest that the yeast\x97mycelium transition is accompanied by up-regulation of an as yet uncharacterized ceramide or cerebroside 2-hydroxy fatty N-acyl (E)-{Delta}3-desaturase activity. They also constitute further evidence for the existence of two distinct pathways for ceramide biosynthesis in fungi, since glycosylinositol phosphorylceramides (GIPCs), the other major class of fungal glycosphingolipids, are found with ceramides consisting of 4-hydroxysphinganine (phytosphingosine) and longer chain 2-hydroxy fatty acids. In addition to identification of the major glucocerebroside components, minor components (<5%) detectable by molecular weight differences in the ESI-MS profiles were also characterized by tandem ESI-MS/CID-MS analysis. These minor components were identified as variants differing in fatty acyl chain length, or the absence of the sphingoid 9-methyl group or (E)-{Delta}8-unsaturation, and are hypothesized to be either biosynthetic intermediates or the result of imperfect chemical transformation by the enzymes responsible for these features. Possible implications of these findings with respect to chemotaxonomy, compartmentalization of fungal glycosphingolipid biosynthetic pathways, and regulation of morphological transitions in H.capsulatum and other dimorphic fungi are discussed.""",2
"b'\xdf-Catenin is the vertebrate homolog of the Drosophila segment polarity gene Armadillo and plays roles in both cell\x96cell adhesion and transduction of the Wnt signaling cascade. Recently, members of the Lef/Tcf transcription factor family have been identified as protein partners of \xdf-catenin, explaining how \xdf-catenin alters gene expression. Here we report that in T cells, Tcf-1 also becomes transcriptionally active through interaction with \xdf-catenin, suggesting that the Wnt signal transduction pathway is operational in T lymphocytes as well. However, although Wnt signals are known to inhibit the activity of the negative regulatory protein kinase glycogen synthase kinase-3\xdf (GSK-3\xdf), resulting in increased levels of \xdf-catenin, we find no evidence for involvement of GSK-3\xdf in Tcf-mediated transcription in T cells. That is, a dominant negative GSK-3\xdf does not specifically activate Tcf transcription and stimuli (lithium or phytohemagglutinin) that inhibit GSK-3\xdf activity also do not activate Tcf reporter genes. Thus, inhibition of GSK-3\xdf is insufficient to activate Tcf-dependent transcription in T lymphocytes. In contrast, in C57MG fibroblast cells, lithium inactivates GSK-3\xdf and induces Tcf-controlled transcription. This is the first demonstration that lithium can alter gene expression of Tcf-responsive genes, and points to a difference in regulation of Wnt signaling between fibroblasts and lymphocytes.'",4
"b'Background Cervical malignancies are the leading cause of cancer-related morbidity and mortality among women in developing countries. Although early detection programmes using cytological methods, followed by aggressive treatment of precursor lesions are accepted as the main disease control strategy, fiscal limitations make this strategy unfeasible in many countries.\r\n\r\nMethods To screen selectively, we developed two risk scores using data from a population-based case-control study in Jamaica with 202 cases and 363 controls. Independent risk factors for cervical neoplasia were determined using logistic regression. An unweighted risk score for each subject was developed by a simple count of risk factors present and a weighted risk score was calculated by summing regression coefficients for each risk factor.\r\n\r\nResults Four patient characteristics were independently predictive of cervical neoplasia, older age (OR = 3.4, 95% CI : 1.8\x966.7), >=4 pregnancies (OR = 5.6, 95% CI : 1.2\x96 18.7), poverty (OR = 2.1, 95% CI : 1.3\x963.3) and cigarette smoking (OR = 1.9, 95% CI : 1.2\x963.2). Using cut-off points of >=20 for the weighted scores and >3 for unweighted scores, the sensitivity and specificity were 65% and 69% for the unweighted score and 75% and 61%, respectively, for the weighted score. Areas under the receiver operating characteristic (ROC) curves for the weighted versus the unweighted scores were similar, suggesting similar overall accuracy.\r\n\r\nConclusion Selective screening using risk assessment strategies is potentially useful, particularly in resource-poor settings. However, whether weighting factors is essential is dependent on prevalence of factors in a given setting. Although this approach needs validation in other populations, women at highest risk for cervical neoplasia can be identified using demographic factors available during a regular clinic visit.'",3
"b""Background For the first time, models using multilevel analysis of Indian data and related simulation results are reported. They take hierarchical structure into account and incorporate variables from all levels to get correct analysis and proper interpretation of data on current contraceptive use (including sterilization and modern methods).\r\n\r\nMethods The data from an Indian State, Uttar Pradesh (UP), collected by the National Family Health Survey (NFHS) conducted during 10 October 1992 to 22 February 1993 was used. For model I, 7851 currently married women who were neither pregnant nor had continuing post-partum amenorrhoea (PPA) were considered. For model II, these women with at least one child (n = 6748) were used. Two-level logistic regression analysis was carried out for which women's level (level 1) and PSU (Primary Sampling Unit) level (level 2) variables were considered. The results were considered significant at the 5% level of significance. Simulation analysis using each model was also carried out.\r\n\r\nResults Model I reveals that those more likely to adopt contraception were women exposed to a TV message (odds ratio [OR] = 1.3; 95% CI : 1.1\x961.6); whose houses were pucca (bricks and mortar) (OR = 1.3; 95% CI : 1.1\x961.5); who were educated to high school level and above (OR = 2.9; 95% CI : 2.2\x963.7); whose husbands were literate with schooling of >=11 years (OR = 1.7; 95% CI : 1.4\x962.1); and who had >=2 living sons (OR = 2.2; 95% CI : 1.1\x964.4). Muslim and other religious women were less likely than Hindu women to adopt contraception (OR = 0.5; 95% CI : 0.4\x960.6). Also, the PSU level availability of all weather road was positively associated with contraceptive adoption (OR = 1.4; 95% CI : 1.1\x961.7). The PSU level variance, which is the unexplained PSU level variation after controlling for the considered characteristics, was significantly higher. The simulation results revealed that public health education (a TV message) was found to be more effective among less educated women. The PSU level availability of all weather road was as effective as public health education. Similar results were evident from the analysis of second data set (model II) with the noticeable finding that those whose last child is surviving are most likely to adopt contraception (OR = 8.82; 95% CI : 1.01\x9677.38).\r\n\r\nConclusions These results reveal that the survival status of the last child has a marked effect on the adoption of contraception in UP. They further support the idea that public health education (a TV message) is more effective among less educated women. Also, the PSU level presence of all weather road is equally effective. Consideration of higher level variables provides not only more accurate results but also important public health clues to help the policy planners.""",3
"b""A highly sensitive method to identify and quantify heparan sulfate (HS) oligosaccharides by using nano-electrospray ionization mass spectrometry (nESI-MS) is described. The new approach allows us to detect approximately 50 nM of a chemically synthesized pentasaccharide with a structure of GlcNS6S-GlcA-GlcNS6S-IdoA2S-GlcNS6SOMe (3-OH pentasaccharide). Typically, solutions were infused for a total of 5 min, at an average flow rate of 30 nl/min, and the remaining sample was recovered from the nanovial. The spectra shown were obtained by summing scans for 1\x963 min. Hence, our data indicated that as little as 3 x 10\x9615 mole of the pentasaccharide was consumed to obtain a reasonable spectrum at the concentration as low as 50 nM. In addition, we found a linear relationship between the relative response of the molecular ion and the concentration of the analyzed 3-OH pentasaccharide, demonstrating that this approach can be used to determine the amount of HS oligosaccharides. To this end, a 3-O-sulfated pentasaccharide was prepared by incubating the 3-OH pentasaccharide with purified HS 3-O-sulfotransferase-1 and 3'-phosphoadenosine-5'-phospho[35S]sulfate. The resulting 3-O-sulfated pentasaccharide was purified and analyzed by nESI-MS. Based on the standard curve constructed with the 3-OH pentasaccharide, we calculated the concentration of the 3-O-sulfated pentasaccharide by the relative response. The result indicates that this value is very close to the value measured by [35S]sulfate radioactivity. In conclusion, nESI-MS provides both high sensitivity and the capacity to quantify HSs. This approach is likely to become a very important tool for structural analysis and sequencing of HS and heparin oligosaccharides.""",2
